0.0020899999961257	2018	2024.7
0.230831000000238	2015	2024.22
0.368141999997199	2039	2024.96
0.402229999996722	2027	2025.06
0.439475999996066	2019	2024.75
0.472872000001371	2032	2025.12
0.737233999997377	2018	2024.76
0.792596000000834	2022	2024.62
0.828218999996781	2013	2024.04
0.861597999997437	2022	2023.94
0.892457999996841	2022	2023.84
0.925013999998569	2023	2023.8
0.964567000001669	2022	2023.71
0.997405999995768	2023	2023.67
1.02947900000215	2022	2023.59
1.06156399999559	2026	2023.71
1.09229100000113	2029	2023.98
1.12245099999756	2027	2024.13
1.15471400000155	2029	2024.37
1.18858900000155	2027	2024.5
1.42668400000036	2023	2024.43
1.55845099999756	2021	2024.26
1.59367899999768	2021	2024.09
1.62541099999845	2025	2024.14
1.65942799999565	2022	2024.03
1.69510099999607	2022	2023.93
1.72991399999708	2023	2023.88
1.76005799999833	2021	2023.74
1.79166499999911	2020	2023.55
1.8336819999963	2019	2023.32
1.86652799999714	2019	2023.11
1.89896099999547	2017	2022.8
1.93135700000077	2023	2022.81
1.96337200000137	2025	2022.92
1.99754999999702	2023	2022.93
2.02901399999857	2027	2023.13
2.06090599999577	2016	2022.77
2.09319600000232	2019	2022.58
2.12300400000066	2028	2022.86
2.15506199999899	2028	2023.11
2.1868919999972	2032	2023.56
2.21673699999601	2029	2023.83
2.2472880000025	2023	2023.79
2.27896999999881	2023	2023.75
2.30984499999881	2019	2023.51
2.34370499999821	2018	2023.24
2.37522100000083	2025	2023.32
2.40779199999571	2030	2023.66
2.44210899999738	2019	2023.42
2.47570399999619	2022	2023.35
2.50939400000125	2027	2023.54
2.54314899999648	2021	2023.41
2.57773299999535	2019	2023.19
2.61161800000072	2010	2022.53
2.64462099999934	2027	2022.75
2.67811299999803	2027	2022.96
2.72693500000238	2030	2023.32
2.77683200000227	2022	2023.25
2.82685799999535	2021	2023.14
2.87692700000107	2031	2023.53
2.92693599999696	2023	2023.5
2.97707299999893	2023	2023.48
3.02713099999726	2019	2023.26
3.07713799999654	2023	2023.24
3.12702300000191	2019	2023.03
3.17693500000238	2020	2022.88
3.22680900000036	2018	2022.63
3.27688599999994	2025	2022.75
3.32686800000072	2027	2022.97
3.37686500000209	2020	2022.82
3.42664100000262	1782	2010.78
3.47688300000131	2064	2013.44
3.52686500000209	2035	2014.52
3.57578700000048	2022	2014.89
3.62698900000006	1936	2010.95
3.6757519999966	2054	2013.1
3.72575999999791	2029	2013.89
3.77684399999678	2191	2022.75
3.82606000000238	2043	2023.76
3.87691200000048	2021	2023.62
3.92693899999559	2022	2023.54
3.97576999999583	2030	2023.86
4.02690500000119	2023	2023.82
4.07699300000071	2022	2023.73
4.12594099999964	1970	2021.04
4.17548900000006	2043	2022.14
4.22523600000143	2030	2022.53
4.27585599999875	1968	2019.81
4.32529500000179	2041	2020.87
4.37528299999982	2032	2021.42
4.42589299999922	2353	2038
4.47549599999934	2043	2038.25
4.52534200000018	2032	2037.94
4.57535099999607	2027	2037.39
4.62750599999726	1980	2034.52
4.67530200000107	2031	2034.35
4.72578000000119	2023	2033.78
4.77525999999791	2023	2033.24
4.82528299999982	2031	2033.13
4.87541399999708	2029	2032.92
4.92581899999827	2021	2032.33
4.9753900000006	1970	2029.21
5.02594600000232	2038	2029.65
5.07557499999553	2022	2029.27
5.12486500000209	2015	2028.55
5.17549199999869	2020	2028.13
5.22527099999785	2021	2027.77
5.27539699999988	2023	2027.53
5.32537200000137	2023	2027.3
5.37545600000024	2019	2026.89
5.42548299999535	2021	2026.59
5.47526900000125	2026	2026.57
5.52543699999899	2030	2026.74
5.57536400000006	2023	2026.55
5.62557599999756	2021	2026.27
5.67499300000072	2023	2026.11
5.72501900000125	2023	2025.95
5.77523299999535	2025	2025.91
5.82509600000083	2022	2025.71
5.87506599999964	2027	2025.77
5.92510000000149	2027	2025.84
5.97560400000215	2028	2025.94
6.02502399999648	2021	2025.7
6.07476399999857	2022	2025.51
6.12510099999607	2015	2024.99
6.17486299999803	2019	2024.69
6.22501999999583	2025	2024.7
6.27541600000113	2025	2024.72
6.32491399999708	2022	2024.58
6.37483200000227	2022	2024.45
6.4256269999966	2025	2024.48
6.47506399999559	2022	2024.36
6.52528099999577	2018	2024.04
6.57532299999893	2014	2023.54
6.62481499999762	2020	2023.36
6.67480099999905	2023	2023.34
6.72542000000179	2019	2023.12
6.77519799999893	2022	2023.07
6.82541600000113	2025	2023.16
6.87517099999636	2022	2023.11
6.92508999999613	2022	2023.05
6.97492199999839	2021	2022.95
7.02464100000262	2021	2022.85
7.07514499999583	2026	2023.01
7.12517300000042	2017	2022.71
7.17487299999595	2025	2022.82
7.22451200000197	2022	2022.78
7.2751969999969	2020	2022.64
7.32490500000119	2027	2022.86
7.37448299999535	2022	2022.82
7.4249299999997	2023	2022.83
7.47461699999869	2029	2023.13
7.52517700000107	2026	2023.28
7.57477199999988	2027	2023.46
7.6248200000003	2019	2023.24
7.67477799999714	2025	2023.33
7.72464499999583	2018	2023.06
7.77472900000215	2022	2023.01
7.8246950000003	2020	2022.86
7.87447800000012	2020	2022.72
7.92491200000048	2022	2022.68
7.97483999999613	2021	2022.6
8.02483100000024	2019	2022.42
8.07481700000167	2023	2022.45
8.1246630000025	2025	2022.57
8.17447999999672	2018	2022.34
8.22427099999785	2017	2022.08
8.27484499999881	2019	2021.92
8.40639899999648	2023	2021.98
8.45743800000101	2020	2021.88
8.48967300000042	2023	2021.93
8.52183599999547	2022	2021.94
8.55361199999601	2018	2021.74
8.58388599999994	2022	2021.75
8.62400100000203	2019	2021.62
